date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:55:58	353/353	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:55:58%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/13-signal-slots	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/13-signal-slots	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:58	6551/6551	---M-Z	200	added ('OK')	text/html	etag:%2271ae257-1997-574a7cbda6000%22	https://filebox.ece.vt.edu/~ECE3574/meeting/04-templates/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/04-templates/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:58	21249/21249	---M-Z	200	added ('OK')	text/html	etag:%22bda895-5301-578fcd8350b80%22	https://filebox.ece.vt.edu/~ECE3574/project/milestone2.html	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/project/milestone2.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:58	347/347	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:55:59%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/14-qttest	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/14-qttest	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:58	349/349	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:55:59%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/15-patterns	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/15-patterns	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:58	353/353	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:55:59%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/16-morepatterns	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/16-morepatterns	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:59	352/352	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:55:59%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/17-concurrency	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/17-concurrency	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:59	344/344	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:00%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/18-ipc	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/18-ipc	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:59	5901/5901	---M-Z	200	added ('OK')	text/html	etag:%22709d8cd-170d-573fa87a04880%22	https://filebox.ece.vt.edu/~ECE3574/meeting/05-stl/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/05-stl/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:59	344/344	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:00%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/19-shm	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/19-shm	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:55:59	349/349	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:00%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/20-messages	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/20-messages	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:00	28289/28289	---M-Z	200	added ('OK')	text/html	etag:%22e227ba3-6e81-57a27823e7dc0%22	https://filebox.ece.vt.edu/~ECE3574/project/milestone3.html	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/project/milestone3.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:00	6945/6945	---M-Z	200	added ('OK')	text/html	etag:%22262da5f-1b21-574193e8d3800%22	https://filebox.ece.vt.edu/~ECE3574/meeting/06-design/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/06-design/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:00	348/348	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:01%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/21-threads	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/21-threads	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:00	345/345	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:01%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/22-sync	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/22-sync	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:01	358/358	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:01%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/23-thread-safe-queue	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/23-thread-safe-queue	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:01	13633/13633	---M-Z	200	added ('OK')	text/html	etag:%227922b41-3541-57ab935a382c0%22	https://filebox.ece.vt.edu/~ECE3574/project/milestone4.html	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/project/milestone4.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:01	18356/18356	---M-Z	200	added ('OK')	text/html	etag:%22262d9f4-47b4-5747db2336540%22	https://filebox.ece.vt.edu/~ECE3574/meeting/07-unit/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/07-unit/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:01	348/348	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:02%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/24-prodcon	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/24-prodcon	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:01	347/347	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:02%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/25-actors	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/25-actors	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:01	349/349	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:02%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/26-embedded	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/26-embedded	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:02	346/346	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:02%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/27-rtos1	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/27-rtos1	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:02	5264/5264	---M-Z	200	added ('OK')	text/html	etag:%2271ae101-1490-574a5f5187580%22	https://filebox.ece.vt.edu/~ECE3574/meeting/08-cmake/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/08-cmake/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:02	346/346	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:03%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/28-rtos2	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/28-rtos2	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:02	347/347	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Dec%202018%2000:56:03%20GMT	https://filebox.ece.vt.edu/~ECE3574/meeting/29-review	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/29-review	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:02	10330/10330	---M-Z	200	added ('OK')	text/html	etag:%2271ae107-285a-5763faeaace40%22	https://filebox.ece.vt.edu/~ECE3574/meeting/09-qtintro/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/09-qtintro/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:03	3608/3608	---M-Z	200	added ('OK')	text/html	etag:%22aa44cfd-e18-57533b1c7da80%22	https://filebox.ece.vt.edu/~ECE3574/meeting/10-poly/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/10-poly/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:03	4854/4854	---M-Z	200	added ('OK')	text/html	etag:%22a681ee3-12f6-57597b358b540%22	https://filebox.ece.vt.edu/~ECE3574/meeting/11-composition/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/11-composition/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:03	282766/282766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2254499a48-4508e%22	https://code.jquery.com/jquery.js	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/code.jquery.com/jquery.js	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:03	27822/27822	---M-Z	200	added ('OK')	text/javascript	etag:%221544639630%22	https://netdna.bootstrapcdn.com/bootstrap/3.0.3/js/bootstrap.min.js	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/netdna.bootstrapcdn.com/bootstrap/3.0.3/js/bootstrap.min.js	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:03	4896/4896	---M-Z	200	added ('OK')	text/html	etag:%22a78e576-1320-575bf72655480%22	https://filebox.ece.vt.edu/~ECE3574/meeting/12-events/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/12-events/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:04	5337/5337	---M-Z	200	added ('OK')	text/html	etag:%22dada73f-14d9-57740ea1dff40%22	https://filebox.ece.vt.edu/~ECE3574/meeting/13-signal-slots/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/13-signal-slots/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:04	4837/4837	---M-Z	200	added ('OK')	text/html	etag:%22d5d4e13-12e5-5763fb9df7540%22	https://filebox.ece.vt.edu/~ECE3574/meeting/14-qttest/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/14-qttest/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:04	3617/3617	---M-Z	200	added ('OK')	text/html	etag:%2298d1a94-e21-576b174d5a240%22	https://filebox.ece.vt.edu/~ECE3574/meeting/15-patterns/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/15-patterns/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:04	118797/118797	---M--	200	added ('OK')	application/pdf	etag:%224db3d94-1d00d-573f23df06d80%22	https://filebox.ece.vt.edu/~ECE3574/meeting/01-introduction/slides.pdf	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/01-introduction/slides.pdf	(from https://filebox.ece.vt.edu/~ECE3574/meeting/01-introduction/)
19:56:05	3558/3558	---M-Z	200	added ('OK')	text/html	etag:%22a1907b9-de6-576d941c58dc0%22	https://filebox.ece.vt.edu/~ECE3574/meeting/16-morepatterns/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/16-morepatterns/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:05	23256/23256	---M-Z	200	added ('OK')	text/html	etag:%22ac97e8b-5ad8-573905ed426c0%22	https://filebox.ece.vt.edu/~ECE3574/project/starter-html/index.html	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/project/starter-html/index.html	(from https://filebox.ece.vt.edu/~ECE3574/project/index.html)
19:56:05	3658/3658	---M-Z	200	added ('OK')	text/html	etag:%22dade12b-e4a-5775b9e975380%22	https://filebox.ece.vt.edu/~ECE3574/meeting/17-concurrency/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/17-concurrency/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:05	3651/3651	---M-Z	200	added ('OK')	text/html	etag:%22dade12e-e43-5775b9e975380%22	https://filebox.ece.vt.edu/~ECE3574/meeting/18-ipc/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/18-ipc/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:05	5188/5188	---M-Z	200	added ('OK')	text/html	etag:%22db82aa4-1444-577cab3d91200%22	https://filebox.ece.vt.edu/~ECE3574/meeting/19-shm/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/19-shm/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:06	4965/4965	---M-Z	200	added ('OK')	text/html	etag:%22db8f27d-1365-577f182de8c80%22	https://filebox.ece.vt.edu/~ECE3574/meeting/20-messages/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/20-messages/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:06	85304/85304	---M--	200	added ('OK')	application/pdf	etag:%22262e11a-14d38-5741b0981e500%22	https://filebox.ece.vt.edu/~ECE3574/meeting/02-git/slides.pdf	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/02-git/slides.pdf	(from https://filebox.ece.vt.edu/~ECE3574/meeting/02-git/)
19:56:06	3599/3599	---M-Z	200	added ('OK')	text/html	etag:%22a1b01c4-e0f-57970f2e5d580%22	https://filebox.ece.vt.edu/~ECE3574/meeting/21-threads/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/21-threads/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:06	3707/3707	---M-Z	200	added ('OK')	text/html	etag:%22dc083a0-e7b-5787fdccaa100%22	https://filebox.ece.vt.edu/~ECE3574/meeting/22-sync/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/22-sync/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:06	83856/83856	---M--	200	added ('OK')	application/pdf	etag:%22a6553f3-14790-5747f6b18a880%22	https://filebox.ece.vt.edu/~ECE3574/meeting/03-vagrant/slides.pdf	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/03-vagrant/slides.pdf	(from https://filebox.ece.vt.edu/~ECE3574/meeting/03-vagrant/)
19:56:07	4669/4669	---M-Z	200	added ('OK')	text/html	etag:%22dcac7d0-123d-579018614edc0%22	https://filebox.ece.vt.edu/~ECE3574/meeting/23-thread-safe-queue/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/23-thread-safe-queue/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:07	3757/3757	---M-Z	200	added ('OK')	text/html	etag:%22dcadebf-ead-5790c87795ec0%22	https://filebox.ece.vt.edu/~ECE3574/meeting/24-prodcon/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/24-prodcon/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:07	112105/112105	---M--	200	added ('OK')	application/pdf	etag:%22acaa745-1b5e9-573a14c34a240%22	https://filebox.ece.vt.edu/~ECE3574/meeting/04-templates/slides.pdf	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/04-templates/slides.pdf	(from https://filebox.ece.vt.edu/~ECE3574/meeting/04-templates/)
19:56:07	3487/3487	---M-Z	200	added ('OK')	text/html	etag:%22e16643c-d9f-579ecc2bd9380%22	https://filebox.ece.vt.edu/~ECE3574/meeting/25-actors/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/25-actors/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:07	3550/3550	---M-Z	200	added ('OK')	text/html	etag:%2280a9777-dde-579ecc93cc8c0%22	https://filebox.ece.vt.edu/~ECE3574/meeting/26-embedded/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/26-embedded/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:08	86668/86668	---M--	200	added ('OK')	application/pdf	etag:%22a95e45f-1528c-5750c7960d600%22	https://filebox.ece.vt.edu/~ECE3574/meeting/05-stl/slides.pdf	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/05-stl/slides.pdf	(from https://filebox.ece.vt.edu/~ECE3574/meeting/05-stl/)
19:56:08	3915/3915	---M-Z	200	added ('OK')	text/html	etag:%22e16068e-f4b-579ecd39bd040%22	https://filebox.ece.vt.edu/~ECE3574/meeting/27-rtos1/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/27-rtos1/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
19:56:08	3909/3909	---M-Z	200	added ('OK')	text/html	etag:%22e16347c-f45-579ecd39bd040%22	https://filebox.ece.vt.edu/~ECE3574/meeting/28-rtos2/	Z:/GitHub/ECE3574_2018F/documentation/ECE3574_2018F/filebox.ece.vt.edu/_ECE3574/meeting/28-rtos2/index.html	(from https://filebox.ece.vt.edu/~ECE3574/index.html)
